time,Locus_tag,name,COG_category,FC,sig,loc,res
7d,DLM_2450,qRI7,O,-0.330243363,,10,
7d,DLM_2451,uup,R,-0.174193437,,13,
7d,DLM_2453,glcD,C,0.062106789,,4,
7d,DLM_2455,trpA,E,-0.664061869,,1,
7d,DLM_2456,trpB,E,0.046364875,,1,
7d,DLM_2457,trpF,E,-0.402053366,,1,
7d,DLM_2458,truA,J,-0.408579078,,12,
7d,DLM_2459,fimV,NU,0.201349889,,8,
7d,DLM_2460,fimV,NU,-1.240936822,Depleted,8,Both
7d,DLM_2461,asd,E,0.214413328,,1,
7d,DLM_2463,leuB,CE,-0.855875722,,4,
7d,DLM_2464,ubiE,H,1.709285001,Enriched,12,
7d,DLM_2465,leuD,E,-0.324399005,,1,
7d,DLM_2466,COG5510,S,0.655078671,,14,
7d,DLM_2467,leuC,E,-0.188796062,,1,
7d,DLM_2468,NA,,0.384284842,,15,
7d,DLM_2469,hipB,K,0.0012955,,2,
7d,DLM_2470,proP,GEPR,-0.059991024,,6,
7d,DLM_2471,COG1188,J,-0.29342309,,12,
7d,DLM_2472,mhpD,Q,0.030647887,,12,
7d,DLM_2473,phaC,I,0.387687426,,9,
7d,DLM_2474,paaJ,I,0.188211503,,9,
7d,DLM_2475,COG0727,R,0.020577283,,13,
7d,DLM_2476,COG1524,R,0.260924887,,13,
7d,DLM_2477,COG4273,S,0.04712198,,14,
7d,DLM_2478,NA,,0.143089604,,15,
7d,DLM_2479,mhpC,R,0.168094902,,13,
7d,DLM_2480,rsuA,J,-0.172452679,,12,
7d,DLM_2481,rhaT,GER,0.133499319,,6,
7d,DLM_2482,gatA,J,0.013058383,,12,
7d,DLM_2483,COG3009,S,0.129294106,,14,
7d,DLM_2484,pqiB,R,-0.245265785,,13,
7d,DLM_2485,pqiA,S,-0.599070071,,14,
7d,DLM_2486,pqiA,S,-0.072737868,,14,
7d,DLM_2487,COG4309,S,0.388361694,,14,
7d,DLM_2488,NA,,0.664790384,,15,
7d,DLM_2489,COG0730,R,1.503383725,,13,
7d,DLM_2490,lysR,K,-0.477128123,,2,
7d,DLM_2491,eutG,C,0.054534593,,4,
7d,DLM_2492,COG3758,S,0.254558669,,14,
7d,DLM_2493,marC,U,2.030925279,,12,
7d,DLM_2494,lysP,E,0.116624641,,1,
7d,DLM_2498,rtn,T,0.040679719,,3,
7d,DLM_2499,prfB,J,0.031452289,,12,
7d,DLM_2500,pncA,Q,-0.146229875,,12,
7d,DLM_2503,lrp,K,0.096071542,,2,
7d,DLM_2504,COG3844,E,-0.036839629,,1,
7d,DLM_2506,rhtB,E,-0.305152382,,1,
7d,DLM_2507,aRO8,KE,0.327278262,,2,
7d,DLM_2508,COG0121,R,0.244116885,,13,
7d,DLM_2509,COG2905,T,0.746344504,,3,
7d,DLM_2510,dnaQ,L,-0.477532555,,11,
7d,DLM_2511,COG4091,E,1.707397068,,1,
7d,DLM_2512,NA,,-1.421797301,,15,
7d,DLM_2513,radC,L,-0.13112014,,11,
7d,DLM_2516,COG2199,T,-0.05259342,,3,
7d,DLM_2517,COG4097,P,0.518700931,,7,
7d,DLM_2518,surA,O,0.358852786,,10,
7d,DLM_2519,NA,,-0.365347164,,15,
7d,DLM_2520,gst,O,0.300063153,,10,
7d,DLM_2521,lysR,K,-0.204454026,,2,
7d,DLM_2522,COG4125,S,-0.116317536,,14,
7d,DLM_2523,emrE,P,-0.0272123,,7,
7d,DLM_2524,pleD,T,0.066404513,,3,
7d,DLM_2526,tar,NT,-0.195017249,,8,
7d,DLM_2527,NA,,0.564263508,,15,
7d,DLM_2528,COG1669,R,-0.692813442,,13,
7d,DLM_2529,COG3617,K,0.46823662,,2,
7d,DLM_2530,COG1426,S,-0.25885873,,14,
7d,DLM_2531,hipA,R,0.219234474,,13,
7d,DLM_2532,NA,,0.170072123,,15,
7d,DLM_2533,COG5528,S,-0.045444139,,14,
7d,DLM_2534,wcaG,MG,-0.186258047,,5,
7d,DLM_2535,NA,,0.330924941,,15,
7d,DLM_2536,araC,K,0.006080338,,2,
7d,DLM_2537,COG4221,R,-0.052309378,,13,
7d,DLM_2541,COG3174,S,0.153372879,,14,
7d,DLM_2542,mhpC,R,-0.15388917,,13,
7d,DLM_2544,tar,NT,0.536005248,,8,
7d,DLM_2545,yhhT,R,0.395880671,,13,
7d,DLM_2546,paaJ,I,0.352846378,,9,
7d,DLM_2547,soxR,K,0.216418691,,2,
7d,DLM_2548,fadB,I,-0.192251662,,9,
7d,DLM_2549,putA,C,0.009654475,,4,
7d,DLM_2550,caiA,I,-0.549692681,,9,
7d,DLM_2551,caiD,I,-0.177594046,,9,
7d,DLM_2552,caiD,I,-1.155714732,,9,
7d,DLM_2553,mmsB,I,-0.027249809,,9,
7d,DLM_2555,potD,E,-0.308010729,,1,
7d,DLM_2556,cinA,R,-0.355883184,,13,
7d,DLM_2557,COG1434,S,0.457348304,,14,
7d,DLM_2558,livF,E,-1.512087378,,1,
7d,DLM_2559,livM,E,-1.277462405,Depleted,1,
7d,DLM_2560,livH,E,-1.340441132,Depleted,1,
7d,DLM_2561,NA,,-0.057224869,,15,
7d,DLM_2562,astB,E,-0.122666524,,1,
7d,DLM_2563,putA,C,-0.389932802,,4,
7d,DLM_2564,astA,E,-0.168256181,,1,
7d,DLM_2565,astA,E,-0.915295497,,1,
7d,DLM_2566,argD,E,0.818717139,,1,
7d,DLM_2569,truB,J,0.278917085,,12,
7d,DLM_2570,rbfA,J,2.357812631,,12,
7d,DLM_2574,caiC,IQ,-0.304491959,,9,
7d,DLM_2575,pilU,NU,0.065434263,,8,
7d,DLM_2578,NA,,0.232014607,,15,
7d,DLM_2579,NA,,-0.114146701,,15,
7d,DLM_2580,hflC,O,-0.272730904,,10,
7d,DLM_2581,hflC,O,-0.794190463,,10,
7d,DLM_2582,zntA,P,-0.266794623,,7,
7d,DLM_2583,marC,U,0.032887551,,12,
7d,DLM_2584,napH,C,0.100390991,,4,
7d,DLM_2585,aRO8,KE,0.115195181,,2,
7d,DLM_2586,recR,L,1.514833799,,11,
7d,DLM_2587,COG3791,S,0.118757088,,14,
7d,DLM_2588,COG0718,S,0.745853397,,14,
7d,DLM_2590,mltB,M,0.546474195,,5,
7d,DLM_2591,hrcA,K,-0.003453612,,2,
7d,DLM_2592,recA,L,-0.175099586,,11,
7d,DLM_2593,oraA,R,-0.48423501,,13,
7d,DLM_2596,hisJ,ET,-0.001525104,,1,
7d,DLM_2597,fpaA,C,-0.146700038,,4,
7d,DLM_2598,NA,,0.085932734,,15,
7d,DLM_2599,NA,,0.020129519,,15,
7d,DLM_2600,COG2229,R,-0.608740886,,13,
7d,DLM_2601,NA,,-0.042725299,,15,
7d,DLM_2602,COG2018,R,-0.135383932,,13,
7d,DLM_2603,COG2308,S,0.450199061,,14,
7d,DLM_2604,COG2307,S,1.034829011,,14,
7d,DLM_2605,COG1305,E,0.264421477,,1,
7d,DLM_2606,COG3484,O,0.175304141,,10,
7d,DLM_2607,COG3318,R,-0.440929161,,13,
7d,DLM_2608,COG1051,F,0.10600548,,12,
7d,DLM_2609,trxA,OC,6.434628228,,10,
7d,DLM_2610,NA,,0.323679946,,15,
7d,DLM_2611,purU,F,0.311849006,,12,
7d,DLM_2617,gntR,K,0.070325181,,2,
7d,DLM_2618,lysR,K,-0.02689603,,2,
7d,DLM_2619,COG1741,R,0.055055885,,13,
7d,DLM_2620,COG1741,R,0.079899048,,13,
7d,DLM_2621,tar,T,-0.341924272,,3,
7d,DLM_2622,livK,E,-0.090182707,,1,
7d,DLM_2623,baeS,T,0.019392308,,3,
7d,DLM_2624,ttrR,T,0.189415099,,3,
7d,DLM_2626,rhsA,M,-1.216423464,,5,
7d,DLM_2628,rhsA,M,-1.029917523,,5,
7d,DLM_2629,rhsA,M,0.068306013,,5,
7d,DLM_2633,rhsA,M,-0.805093741,,5,
7d,DLM_2635,rhsA,M,0.117861838,,5,
7d,DLM_2639,rhsA,M,-0.324352029,,5,
7d,DLM_2640,rhsA,M,-0.559725209,,5,
7d,DLM_2642,rhsA,M,0.065030881,,5,
7d,DLM_2643,rhsA,M,-0.630114537,,5,
7d,DLM_2644,COG4447,R,0.024889528,,13,
7d,DLM_2647,NA,,-0.064798088,,15,
7d,DLM_2650,alr,M,-0.624468644,,5,
7d,DLM_2651,dadA,E,-0.188704605,,1,
7d,DLM_2652,lrp,K,0.674939739,,2,
7d,DLM_2653,tar,NT,-0.170107602,,8,
7d,DLM_2654,ebsC,S,0.124965852,,14,
7d,DLM_2655,potA,E,-0.176565815,,1,
7d,DLM_2656,thiP,P,-0.201129318,,7,
7d,DLM_2657,rimL,J,0.038943954,,12,
7d,DLM_2658,tbpA,H,-0.274898741,,12,
7d,DLM_2659,NA,,-0.001666892,,15,
7d,DLM_2660,COG5267,S,-0.393624383,,14,
7d,DLM_2661,COG4102,S,-0.09941363,,14,
7d,DLM_2662,COG3617,K,-0.26207186,,2,
7d,DLM_2663,dam,L,-0.210848058,,11,
7d,DLM_2664,NA,,-0.050088687,,15,
7d,DLM_2665,NA,,0.653891075,,15,
7d,DLM_2666,COG3778,S,0.424743639,,14,
7d,DLM_2667,xkdT,S,0.194407243,,14,
7d,DLM_2669,COG4384,S,0.104351551,,14,
7d,DLM_2670,COG4379,R,0.032042469,,13,
7d,DLM_2671,COG4228,R,-0.023966707,,13,
7d,DLM_2672,NA,,1.242752596,,15,
7d,DLM_2673,NA,,-0.506383582,,15,
7d,DLM_2674,NA,,0.078726589,,15,
7d,DLM_2675,COG4386,R,-0.044685673,,13,
7d,DLM_2676,NA,,0.119652893,,15,
7d,DLM_2677,COG5003,R,-0.014789602,,13,
7d,DLM_2678,COG4387,S,-1.597417499,,14,
7d,DLM_2679,NA,,-1.516656487,,15,
7d,DLM_2680,COG4397,R,-0.019894591,,13,
7d,DLM_2681,NA,,0.080278655,,15,
7d,DLM_2682,COG4388,R,-0.301522712,,13,
7d,DLM_2683,NA,,0.937721904,,15,
7d,DLM_2684,COG5005,R,-0.13629644,,13,
7d,DLM_2685,COG2369,S,-0.138734937,,14,
7d,DLM_2686,COG4383,S,-0.417725084,,14,
7d,DLM_2687,NA,,1.157579796,,15,
7d,DLM_2688,NA,,-0.345794367,,15,
7d,DLM_2689,NA,,0.380850167,,15,
7d,DLM_2692,NA,,-0.055596851,,15,
7d,DLM_2693,NA,,1.491429299,,15,
7d,DLM_2694,NA,,-0.310644186,,15,
7d,DLM_2695,COG5566,S,-0.25885873,,14,
7d,DLM_2696,COG4382,S,0.075610814,,14,
7d,DLM_2697,NA,,-0.355420114,,15,
7d,DLM_2698,NA,,-0.23414598,,15,
7d,DLM_2699,NA,,0.480068381,,15,
7d,DLM_2700,NA,,-0.074665317,,15,
7d,DLM_2701,NA,,-0.359143763,,15,
7d,DLM_2702,NA,,-0.115068943,,15,
7d,DLM_2703,NA,,0.056595031,,15,
7d,DLM_2704,NA,,0.251784966,,15,
7d,DLM_2705,COG2842,R,-0.58992006,,13,
7d,DLM_2706,NA,,0.161906715,,15,
7d,DLM_2707,NA,,-1.730278699,,15,
7d,DLM_2709,NA,,-0.082448666,,15,
7d,DLM_2710,baeS,T,0.938062781,,3,
7d,DLM_2711,cheY,T,0.171285662,,3,
7d,DLM_2712,baeS,T,0.083207149,,3,
7d,DLM_2713,COG3437,KT,0.177240385,,2,
7d,DLM_2714,pleD,T,-0.196584904,,3,
7d,DLM_2715,COG3186,E,0.141398611,,1,
7d,DLM_2716,lrp,K,-0.256956693,,2,
7d,DLM_2717,COG2354,S,0.150042244,,14,
7d,DLM_2718,NA,,0.648296885,,15,
7d,DLM_2719,cls,I,0.242841584,,9,
7d,DLM_2720,ada,L,0.347723813,,11,
7d,DLM_2721,alkA,L,-0.057224869,,11,
7d,DLM_2722,COG2199,T,1.020979039,,3,
7d,DLM_2723,NA,,0.094778225,,15,
7d,DLM_2724,narI,C,-0.146414455,,4,
7d,DLM_2725,narJ,C,0.495073705,,4,
7d,DLM_2726,narY,C,0.186353811,,4,
7d,DLM_2727,narG,C,0.391181711,,4,
7d,DLM_2728,NA,,-0.60863481,,15,
7d,DLM_2730,fimA,NU,0.204729849,,8,
7d,DLM_2731,NA,,0.544581142,,15,
7d,DLM_2732,tar,NT,0.905798484,,8,
7d,DLM_2733,narK,P,0.313991844,,7,
7d,DLM_2734,narK,P,0.44814389,,7,
7d,DLM_2735,NA,,0.149226009,,15,
7d,DLM_2736,narQ,T,0.215655045,,3,
7d,DLM_2737,citB,TK,-0.862001247,,3,
7d,DLM_2738,COG2199,T,0.953915689,,3,
7d,DLM_2739,moaA,H,-0.517989642,,12,
7d,DLM_2740,fepB,P,-0.213344071,,7,
7d,DLM_2741,fepD,P,-0.117996194,,7,
7d,DLM_2742,fepC,PH,-0.961364853,,7,
7d,DLM_2744,rhbC,Q,-0.530712083,,12,
7d,DLM_2746,NA,,-1.757664587,,15,
7d,DLM_2747,iucD,Q,2.443673367,,12,
7d,DLM_2748,fhuE,P,0.467562117,,7,
7d,DLM_2749,crp,T,0.090490866,,3,
7d,DLM_2750,tolB,U,-0.311466156,,12,
7d,DLM_2751,COG0535,R,0.013415583,,13,
7d,DLM_2752,lrp,K,-0.054432426,,2,
7d,DLM_2753,lrp,K,-0.225144734,,2,
7d,DLM_2754,COG3391,S,0.147965463,,14,
7d,DLM_2755,cccA,C,0.413225751,,4,
7d,DLM_2756,COG4654,C,-0.099017193,,4,
7d,DLM_2757,cccA,C,0.17601099,,4,
7d,DLM_2758,NA,,0.467263773,,15,
7d,DLM_2760,norD,P,0.227090908,,7,
7d,DLM_2761,COG0714,R,0.000387926,,13,
7d,DLM_2762,NA,,0.065631879,,15,
7d,DLM_2763,cyoC,C,0.016775713,,4,
7d,DLM_2764,norB,P,0.220378173,,7,
7d,DLM_2765,NA,,0.119380198,,15,
7d,DLM_2766,cysG,H,-0.06951972,,12,
7d,DLM_2767,COG3945,S,0.032604084,,14,
7d,DLM_2768,NA,,-1.067493204,,15,
7d,DLM_2769,NA,,-0.117682667,,15,
7d,DLM_2770,NA,,0.149226009,,15,
7d,DLM_2771,COG3189,S,-0.188594848,,14,
7d,DLM_2772,marR,K,-1.272004106,,2,
7d,DLM_2773,COG3448,T,0.093789061,,3,
7d,DLM_2775,nnrS,P,0.199789028,,7,
7d,DLM_2776,fkpA,O,1.094778225,,10,
7d,DLM_2777,rfaF,M,0.249803303,,5,
7d,DLM_2778,NA,,-0.012579787,,15,
7d,DLM_2779,araJ,G,-0.137566977,,6,
7d,DLM_2780,lysR,K,-0.179638133,,2,
7d,DLM_2781,rhaT,GER,0.126803122,,6,
7d,DLM_2782,cheY,T,0.464605551,,3,
7d,DLM_2783,citB,TK,-0.260817583,,3,
7d,DLM_2784,fabG,IQR,-0.160253752,,9,
7d,DLM_2785,COG4948,MR,0.185417153,,5,
7d,DLM_2786,malK,G,0.383528071,,6,
7d,DLM_2787,ugpB,G,0.438528639,,6,
7d,DLM_2788,ugpA,G,0.248550411,,6,
7d,DLM_2789,ugpE,G,0.21202291,,6,
7d,DLM_2790,gntR,K,0.038149364,,2,
7d,DLM_2791,COG3386,G,1.790772038,,6,
7d,DLM_2792,nrdA,F,0.277287562,,12,
7d,DLM_2793,asmA,M,0.055110112,,5,
7d,DLM_2794,COG4394,S,0.322317619,,14,
7d,DLM_2795,efp,J,1.321286755,,12,
7d,DLM_2796,dinB,S,-0.455027831,,14,
7d,DLM_2797,COG1485,R,0.787965982,,13,
7d,DLM_2798,adc,Q,0.121745272,,12,
7d,DLM_2799,fabG,IQR,0.097544659,,9,
7d,DLM_2800,rssA,R,0.189867993,,13,
7d,DLM_2801,cysK,E,0.024897874,,1,
7d,DLM_2804,ugd,M,3.886191603,,5,
7d,DLM_2809,rpsA,J,1.357812631,,12,
7d,DLM_2811,aroA,E,1.763433329,Enriched,1,
7d,DLM_2812,COG4696,S,-0.520585755,,14,
7d,DLM_2813,cybB,C,0.289506617,,4,
7d,DLM_2814,NA,,0.118821285,,15,
7d,DLM_2815,lysR,K,0.672431813,,2,
7d,DLM_2816,purR,K,1.021562539,,2,
7d,DLM_2817,NA,,0.41974038,,15,
7d,DLM_2818,fruB,G,0.059376838,,6,
7d,DLM_2820,fruA,G,0.111288547,,6,
7d,DLM_2821,melB,G,0.291527014,,6,
7d,DLM_2822,bglX,G,0.372599848,,6,
7d,DLM_2823,NA,,-0.442064112,,15,
7d,DLM_2824,fabG,IQR,0.215762318,,9,
7d,DLM_2825,sUI1,J,-0.089204073,,12,
7d,DLM_2826,hipB,S,-0.005999545,,14,
7d,DLM_2827,dadA,E,0.185029282,,1,
7d,DLM_2828,NA,,1.128879877,,15,
7d,DLM_2829,COG3516,S,-1.534038566,,14,
7d,DLM_2830,COG3517,S,0.346973398,,14,
7d,DLM_2831,COG3515,S,0.595197839,,14,
7d,DLM_2832,COG3519,S,0.417104672,,14,
7d,DLM_2833,COG3520,S,2.683336057,,14,
7d,DLM_2834,COG3521,S,-0.417901282,,14,
7d,DLM_2835,COG3518,S,-1.010574775,,14,
7d,DLM_2836,COG3522,S,0.406336638,,14,
7d,DLM_2837,COG3455,S,0.141775704,,14,
7d,DLM_2838,ompA,M,0.428807412,,5,
7d,DLM_2839,hcp,S,0.195635653,,14,
7d,DLM_2840,vgrG,S,-0.36542758,,14,
7d,DLM_2841,NA,,-0.379152964,,15,
7d,DLM_2843,NA,,0.310506916,,15,
7d,DLM_2844,NA,,0.183105007,,15,
7d,DLM_2845,NA,,-0.490184276,,15,
7d,DLM_2846,NA,,0.296831979,,15,
7d,DLM_2847,COG4104,S,0.040787207,,14,
7d,DLM_2848,icmF,S,0.635811625,,14,
7d,DLM_2849,fabG,IQR,0.037634318,,9,
7d,DLM_2850,tyrA,E,1.302709549,Enriched,1,
7d,DLM_2851,NA,,-0.115216591,,15,
7d,DLM_2852,rtn,T,-0.275648388,,3,
7d,DLM_2853,ilvE,EH,0.118346696,,1,
7d,DLM_2854,trpE,EH,-0.374626585,,1,
7d,DLM_2859,fabH,I,-0.104530583,,9,
7d,DLM_2863,maf,D,-0.477046595,,12,
7d,DLM_2864,COG0313,R,-1.673896229,,13,
7d,DLM_2865,pncB,H,-0.731346501,,12,
7d,DLM_2866,COG5495,S,-0.005771152,,14,
7d,DLM_2867,lemA,S,-0.01919853,,14,
7d,DLM_2868,NA,,-0.236446367,,15,
7d,DLM_2869,NA,,0.018886459,,15,
7d,DLM_2870,NA,,0.25362918,,15,
7d,DLM_2871,mET17,E,0.208312378,,1,
7d,DLM_2873,ddpA,E,0.078663426,,1,
7d,DLM_2874,COG5001,T,0.863210174,,3,
7d,DLM_2875,gcvP,E,0.248690908,,1,
7d,DLM_2876,gcvH,E,0.36082138,,1,
7d,DLM_2877,gcvT,E,0.647658546,,1,
7d,DLM_2882,potE,E,0.03118049,,1,
7d,DLM_2883,glnS,J,0.0733919,,12,
7d,DLM_2884,COG1146,C,-0.208572043,,4,
7d,DLM_2885,cheD,NT,-0.048713369,,8,
7d,DLM_2886,cheB,NT,-0.104530583,,8,
7d,DLM_2887,cheR,NT,0.425167898,,8,
7d,DLM_2888,tar,T,0.030632995,,3,
7d,DLM_2889,cheW,NT,-0.18519303,,8,
7d,DLM_2890,cheA,NT,-0.097240548,,8,
7d,DLM_2891,cheY,T,0.655893984,,3,
7d,DLM_2892,tar,NT,-0.640153972,,8,
7d,DLM_2893,spoIIAA,T,0.279653568,,3,
7d,DLM_2894,fleS,T,-3.436237341,Depleted,3,Both
7d,DLM_2898,cheZ,NT,-0.408013717,,8,
7d,DLM_2899,cheA,NT,-0.978940112,,8,
7d,DLM_2900,COG3434,T,-0.045702999,,3,
7d,DLM_2904,guaA,F,-0.145857779,,12,
7d,DLM_2905,rpmG,J,-0.155526942,,12,
7d,DLM_2911,NA,D,-0.086478249,,12,
7d,DLM_2912,COG2914,S,-1.568186788,,14,
7d,DLM_2913,COG2867,I,0.581777472,,9,
7d,DLM_2917,elaB,S,0.067431918,,14,
7d,DLM_2918,NA,,0.678801777,,15,
7d,DLM_2919,NA,,-0.157987846,,15,
7d,DLM_2920,NA,,0.012359296,,15,
7d,DLM_2922,erfK,S,0.145699251,,14,
7d,DLM_2923,NA,,0.026839396,,15,
7d,DLM_2924,ubiE,H,1.368305004,,12,
7d,DLM_2925,COG1671,S,0.071877823,,14,
7d,DLM_2926,rsbU,TK,-0.400709107,,3,
7d,DLM_2927,COG3531,O,-0.616652277,,10,
7d,DLM_2928,gloB,R,-0.096960621,,13,
7d,DLM_2929,COG2199,T,0.170556072,,3,
7d,DLM_2930,lysR,K,-0.078704596,,2,
7d,DLM_2931,COG4977,K,-0.225572292,,2,
7d,DLM_2932,pncA,Q,-0.983224287,,12,
7d,DLM_2934,arcB,T,-0.76277751,,3,
7d,DLM_2935,ntrY,T,-0.08669759,,3,
7d,DLM_2936,potD,E,0.067231898,,1,
7d,DLM_2938,amtB,P,0.463803326,,7,
7d,DLM_2939,narQ,T,0.379899334,,3,
7d,DLM_2940,fhlA,T,3.882414504,,3,
7d,DLM_2941,COG2070,R,-0.547629372,,13,
7d,DLM_2942,NA,,-0.607835865,,15,
7d,DLM_2943,add,F,0.163374271,,12,
7d,DLM_2944,NA,,-0.519277187,,15,
7d,DLM_2945,COG2199,T,0.394443901,,3,
7d,DLM_2946,COG2199,T,0.447841899,,3,
7d,DLM_2947,nfnB,C,0.661606797,,4,
7d,DLM_2948,NA,,-0.127614197,,15,
7d,DLM_2949,NA,,-0.124656338,,15,
7d,DLM_2951,cbiM,P,-0.657519023,,7,
7d,DLM_2952,cbiQ,P,-0.635674062,,7,
7d,DLM_2953,cbiO,P,-0.604800954,,7,
7d,DLM_2954,nikR,K,-0.748843306,,2,
7d,DLM_2956,putA,C,0.430126835,,4,
7d,DLM_2957,COG3450,R,-2.092848778,,13,
7d,DLM_2958,dadA,E,-0.217531342,,1,
7d,DLM_2959,NA,,-0.419794948,,15,
7d,DLM_2960,lysR,K,1.057545319,,2,
7d,DLM_2961,ompA,M,2.711280503,,5,
7d,DLM_2962,fepC,PH,-0.36117953,,7,
7d,DLM_2963,fepD,P,-0.097198784,,7,
7d,DLM_2964,chuT,P,0.181793871,,7,
7d,DLM_2965,hemS,P,0.212005803,,7,
7d,DLM_2966,cirA,P,0.194278192,,7,
7d,DLM_2967,ompR,TK,0.393390301,,3,
7d,DLM_2968,baeS,T,2.070819663,,3,
7d,DLM_2969,hemO,P,0.228953201,,7,
7d,DLM_2970,ansP,E,-0.520546903,,1,
7d,DLM_2971,gabT,E,0.136192323,,1,
7d,DLM_2974,eutG,C,-1.995824324,,4,
7d,DLM_2975,pilE,NU,0.02037695,,8,
7d,DLM_2976,pilY1,NU,0.764688444,,8,
7d,DLM_2977,pilX,NU,0.360427286,,8,
7d,DLM_2978,pilW,NU,0.274609617,,8,
7d,DLM_2979,pilV,NU,-0.248896578,,8,
7d,DLM_2980,fimT,NU,-0.09557766,,8,
7d,DLM_2981,acrR,K,0.013582142,,2,
7d,DLM_2982,nfnB,C,0.403939024,,4,
7d,DLM_2983,nemA,C,0.259043372,,4,
7d,DLM_2984,thiJ,R,0.432580399,,13,
7d,DLM_2985,lCB5,IR,0.156552186,,9,
7d,DLM_2986,NA,,-0.624121185,,15,
7d,DLM_2987,COG0603,R,-1.200918329,,13,
7d,DLM_2988,COG0720,H,-0.204531567,,12,
7d,DLM_2989,nrdG,O,-0.275333404,,10,
7d,DLM_2990,COG5572,S,-0.247116419,,14,
7d,DLM_2991,COG5572,S,0.679740725,,14,
7d,DLM_2992,COG3220,S,-0.722357718,,14,
7d,DLM_2993,NA,,0.159256848,,15,
7d,DLM_2994,COG2259,S,0.015613967,,14,
7d,DLM_2995,serB,E,2.055583162,,1,
7d,DLM_2996,NA,,-1.641664559,,15,
7d,DLM_2997,COG2199,T,-0.147755729,,3,
7d,DLM_2998,murC,M,1.191215399,,5,
7d,DLM_2999,NA,,0.160561644,,15,
7d,DLM_3000,COG0400,R,-0.036466309,,13,
7d,DLM_3002,gloA,E,0.911850558,,1,
7d,DLM_3003,COG1451,R,-0.328572021,,13,
7d,DLM_3004,plsC,I,-0.209782738,,9,
7d,DLM_3010,hemY,H,-0.107064518,,12,
7d,DLM_3012,tdh,ER,0.431813212,,1,
7d,DLM_3013,bioF,H,-0.448502761,,12,
7d,DLM_3014,fdx,C,-0.253537463,,4,
7d,DLM_3015,hcaE,PR,0.153323583,,7,
7d,DLM_3016,aes,I,0.006137192,,9,
7d,DLM_3017,betT,M,0.064568642,,5,
7d,DLM_3018,leuB,CE,-0.345249953,,4,
7d,DLM_3019,lysR,K,0.077562567,,2,
7d,DLM_3020,NA,,-0.456721517,,15,
7d,DLM_3022,NA,,-0.063061809,,15,
7d,DLM_3023,ompC,M,0.127614807,,5,
7d,DLM_3024,dnaJ,O,3.60759094,,10,
7d,DLM_3027,aceA,C,-0.829390362,,4,
7d,DLM_3028,wrbA,R,0.033923019,,13,
7d,DLM_3029,potE,E,0.377712188,,1,
7d,DLM_3030,lysR,K,1.209281132,Enriched,2,
7d,DLM_3031,NA,,1.425389687,,15,
7d,DLM_3032,aceB,C,0.085022008,,4,
7d,DLM_3033,COG2984,R,0.035135278,,13,
7d,DLM_3034,COG4120,R,-0.673268834,,13,
7d,DLM_3036,COG3471,S,0.76529217,,14,
7d,DLM_3037,gst,O,0.544898183,,10,
7d,DLM_3038,COG1742,S,-0.37554171,,14,
7d,DLM_3039,lysR,K,0.467315149,,2,
7d,DLM_3040,NA,,-1.712576697,,15,
7d,DLM_3041,gst,O,0.165477443,,10,
7d,DLM_3042,htpG,O,0.229364265,,10,
7d,DLM_3043,xdhC,O,-0.357096043,,10,
7d,DLM_3044,uraA,F,0.130065929,,12,
7d,DLM_3045,dAL3,F,0.185713258,,12,
7d,DLM_3046,alc,F,-0.206708832,,12,
7d,DLM_3047,rhtB,E,0.173798224,,1,
7d,DLM_3048,COG3195,S,0.122709157,,14,
7d,DLM_3049,cDA1,G,0.674116176,,6,
7d,DLM_3050,gntR,K,0.112700133,,2,
7d,DLM_3051,COG2351,R,-0.083661147,,13,
7d,DLM_3052,COG3748,S,0.336464518,,14,
7d,DLM_3053,NA,,0.231885458,,15,
7d,DLM_3054,mmsB,I,0.032932473,,9,
7d,DLM_3055,hfi,G,0.358905996,,6,
7d,DLM_3056,COG3960,R,0.371971902,,13,
7d,DLM_3057,iclR,K,0.670711026,,2,
7d,DLM_3058,lytB,IM,0.859446748,,9,
7d,DLM_3063,COG3749,S,0.070116171,,14,
7d,DLM_3064,cysI,P,0.179759748,,7,
7d,DLM_3065,cysH,EH,2.962140456,Enriched,1,
7d,DLM_3066,lysR,K,0.001283537,,2,
7d,DLM_3067,fabG,IQR,0.293089863,,9,
7d,DLM_3068,uup,R,-0.096305717,,13,
7d,DLM_3070,nlpB,M,-0.399548184,,5,
7d,DLM_3071,NA,,-2.211030205,,15,
7d,DLM_3072,COG2850,S,0.058174029,,14,
7d,DLM_3073,NA,,0.179106744,,15,
7d,DLM_3074,slpA,O,-0.188316404,,10,
7d,DLM_3076,mgtE,P,0.823268037,,7,
7d,DLM_3077,mrcB,M,-0.085395541,,5,
7d,DLM_3078,aroE,E,1.24548767,,1,
7d,DLM_3079,pspE,P,-0.01940498,,7,
7d,DLM_3081,NA,,-0.060209609,,15,
7d,DLM_3082,NA,,-0.009696499,,15,
7d,DLM_3083,ntrB,T,-1.019928116,,3,
7d,DLM_3084,ntrC,T,-3.019377238,Depleted,3,
7d,DLM_3085,lysR,K,0.485667456,,2,
7d,DLM_3086,metE,E,0.152217939,,1,
7d,DLM_3087,sixA,T,0.808595791,,3,
7d,DLM_3088,lrgB,M,-0.522209898,,5,
7d,DLM_3089,COG1380,R,-0.645701854,,13,
